oh, isso é tão delicioso.;também temos couro.
também temos couro.;recebemos muitas coisas das vacas, não é?
recebemos muitas coisas das vacas, não é?;sim. a vaca é a melhor amiga do homem.
eu costumava trabalhar em uma delicatessen.;como você gostou disto?
como você gostou disto?;eu amei!
eu amei!;você conseguiu comida de graça?
você conseguiu comida de graça?;eu comia queijo e carne de graça todos os dias.
eu comia queijo e carne de graça todos os dias.;isso soa como um grande trabalho.
isso soa como um grande trabalho.;o que quer que um cliente pedisse, eu cortava um pouco mais para mim.
o que quer que um cliente pedisse, eu cortava um pouco mais para mim.;você engordou?
você engordou?;Não, mas ganhei alguns quilos.
Não, mas ganhei alguns quilos.;isso soa como um emprego dos sonhos.
isso soa como um emprego dos sonhos.;foi, até que um dia meu empresário me pegou.
foi, até que um dia meu empresário me pegou.;chega de queijo grátis para você, hein?
estou em uma nova dieta.;o que você está comendo agora?
o que você está comendo agora?;troquei de macarrão por batata.
troquei de macarrão por batata.;porque você fez isso?
porque você fez isso?;massa é comida processada. batatas são alimentos naturais.
massa é comida processada. batatas são alimentos naturais.;alimentos naturais têm mais vitaminas.
alimentos naturais têm mais vitaminas.;e é tão fácil de preparar.
e é tão fácil de preparar.;como você prepara as batatas?
como você prepara as batatas?;eu lavo e depois cozinho no vapor por 15 minutos.
eu lavo e depois cozinho no vapor por 15 minutos.;isso é bem simples.
isso é bem simples.;então eu adiciono manteiga, sal e pimenta.
então eu adiciono manteiga, sal e pimenta.;posso ter todas aquelas latas de molho de tomate que você comprou para o seu macarrão?
a mãe da minha namorada ficou brava comigo na mesa de jantar.;por que foi isso?
por que foi isso?;Eu polvilhei sal e pimenta na comida antes de provar.
Eu polvilhei sal e pimenta na comida antes de provar.;qual é o problema com isso?
qual é o problema com isso?;sua mãe é uma ótima cozinheira.
sua mãe é uma ótima cozinheira.;então, um pouco de sal e pimenta nunca faz mal.
então, um pouco de sal e pimenta nunca faz mal.;machucou seus sentimentos.
machucou seus sentimentos.;oh.
oh.;Eu pedi desculpas a ela, mas eu poderia dizer que ela ainda estava chateada.
Eu pedi desculpas a ela, mas eu poderia dizer que ela ainda estava chateada.;talvez você não devesse comer lá novamente.
talvez você não devesse comer lá novamente.;tenho certeza que tudo vai ficar bem em um ou dois dias.
tenho certeza que tudo vai ficar bem em um ou dois dias.;é culpa da sua namorada. ela deveria ter te avisado.
eu como a mesma coisa todos os dias.;você está brincando.
você está brincando.;Não, é sério.
Não, é sério.;isso não envelhece?
isso não envelhece?;não, porque estou comendo comida de que gosto.
não, porque estou comendo comida de que gosto.;mas a mesma coisa dia após dia envelhece.
mas a mesma coisa dia após dia envelhece.;bem, eu acho que se alguma vez ficar velho, eu vou mudar para algo diferente.
bem, eu acho que se alguma vez ficar velho, eu vou mudar para algo diferente.;você come frutas e legumes todos os dias?
você come frutas e legumes todos os dias?;não, eu odeio vegetais.
não, eu odeio vegetais.;mas você come frutas.
mas você come frutas.;eu como duas maçãs, uma banana e uma laranja todos os dias.
eu como duas maçãs, uma banana e uma laranja todos os dias.;bem, não há nada de errado com isso.
há algo errado com a minha laranja.;o que há de errado?
o que há de errado?;não é laranja!
não é laranja!;sua laranja não é laranja?
sua laranja não é laranja?;não, é rosa escuro!
não, é rosa escuro!;tem certeza? nunca ouvi falar de tal coisa.
tem certeza? nunca ouvi falar de tal coisa.;Acabei de descascá-lo, e estou olhando para ele agora.
Acabei de descascá-lo, e estou olhando para ele agora.;deixe-me ver. sim, você está certo. sua laranja é rosa.
deixe-me ver. sim, você está certo. sua laranja é rosa.;quem já ouviu falar de tal coisa?
quem já ouviu falar de tal coisa?;Veja. aqui está o pequeno adesivo que estava nele. chama-se umbigo rosa.
Veja. aqui está o pequeno adesivo que estava nele. chama-se umbigo rosa.;Onde esse mundo vai parar?
Onde esse mundo vai parar?;quem sabe? talvez em breve tenhamos bananas cor-de-rosa.
eu amo amendoim.;eu também. adoro-os assados ​​e salgados.
eu também. adoro-os assados ​​e salgados.;adoro amendoim cozido.
adoro amendoim cozido.;fervido? Nunca ouvi falar disso.
fervido? Nunca ouvi falar disso.;apenas ferva o amendoim cru em água salgada até que as cascas fiquem macias.
apenas ferva o amendoim cru em água salgada até que as cascas fiquem macias.;eu vou ter que experimentá-los algum dia.
eu vou ter que experimentá-los algum dia.;eles são melhores quando estão quentes.
eles são melhores quando estão quentes.;meu irmão é alérgico a amendoim.
meu irmão é alérgico a amendoim.;isso não é bom.
isso não é bom.;não, não é. ele quase morreu quando era pequeno.
não, não é. ele quase morreu quando era pequeno.;eu acho que ele tem que ter muito cuidado com o que ele come.
eu acho que ele tem que ter muito cuidado com o que ele come.;ele tem uma dieta muito rigorosa.
estou ganhando peso.;quanto você ganhou?
quanto você ganhou?;três libras apenas este mês.
três libras apenas este mês.;Você sabe por quê?
Você sabe por quê?;acho que é o sorvete.
acho que é o sorvete.;você começou a tomar sorvete?
você começou a tomar sorvete?;Estava à venda.
Estava à venda.;quanto você comprou?
quanto você comprou?;Enchi meu freezer com sorvete.
Enchi meu freezer com sorvete.;bem, não vai durar para sempre.
bem, não vai durar para sempre.;não, acho que vou terminar tudo na próxima semana.
não, acho que vou terminar tudo na próxima semana.;então você pode começar a perder peso, se não houver outra venda.
Estou cheio.;claro que você é. você comeu tudo na mesa.
claro que você é. você comeu tudo na mesa.;eu não gosto de comer sobras.
eu não gosto de comer sobras.;Fico feliz em saber que há algo que você não gosta de comer.
Fico feliz em saber que há algo que você não gosta de comer.;eu gosto da minha comida quente e fresca.
eu gosto da minha comida quente e fresca.;você gosta de vê-lo desaparecer.
você gosta de vê-lo desaparecer.;eu não gosto dele reaquecido.
eu não gosto dele reaquecido.;bem, você terá comida fresca e quente amanhã à noite.
bem, você terá comida fresca e quente amanhã à noite.;estou tão cheio que vou explodir.
estou tão cheio que vou explodir.;você deve afrouxar o cinto.
você deve afrouxar o cinto.;eu já afrouxei meu cinto e desabotoei minha calça.
eu já afrouxei meu cinto e desabotoei minha calça.;bem, não se levante, por favor.
eu vi o que você fez.;eu não fiz nada.
eu não fiz nada.;oh sim, você fez.
oh sim, você fez.;do que você está falando?
do que você está falando?;Você sabe do que eu estou falando.
Você sabe do que eu estou falando.;eu não tenho ideia.
eu não tenho ideia.;Você sabe o que fez.
Você sabe o que fez.;talvez eu saiba, mas como você poderia saber?
talvez eu saiba, mas como você poderia saber?;porque eu estava te observando.
porque eu estava te observando.;ok, me desculpe, eu fiz isso.
ok, me desculpe, eu fiz isso.;não beba leite fora da caixa. use um copo!
não beba leite fora da caixa. use um copo!;prometo que nunca mais vou beber fora da caixa.
eu gosto dessa camisa.;eu também.
eu também.;quanto isso custa?
quanto isso custa?;Eu não sei. a etiqueta está em falta.
Eu não sei. a etiqueta está em falta.;pergunte ao funcionário.
pergunte ao funcionário.;Eu irei.
Eu irei.;Veja. aqui está uma outra camisa apenas como ela.
Veja. aqui está uma outra camisa apenas como ela.;tem etiqueta de preço?
tem etiqueta de preço?;sim. é apenas $20.
sim. é apenas $20.;esse é um ótimo preço.
esse é um ótimo preço.;acho que vou comprar os dois.
acho que vou comprar os dois.;é melhor experimentá-los primeiro.
eu comprei um par de calças para você.;obrigada.
obrigada.;espero que se encaixem.
espero que se encaixem.;espero que tenha guardado o recibo.
espero que tenha guardado o recibo.;você acha que eles não vão caber?
você acha que eles não vão caber?;acho que engordei um pouco.
acho que engordei um pouco.;você pensa?
você pensa?;talvez um quilo ou dois.
talvez um quilo ou dois.;talvez quatro ou cinco libras?
talvez quatro ou cinco libras?;minha cintura é maior do que era.
minha cintura é maior do que era.;sem problemas. estas calças têm um cós elástico.
sem problemas. estas calças têm um cós elástico.;você é tão esperto!
o que precisamos comprar?;deixe-me olhar para a nossa lista.
deixe-me olhar para a nossa lista.;eu sei que precisamos de leite.
eu sei que precisamos de leite.;sem gordura.
sem gordura.;é claro. o que mais?
é claro. o que mais?;precisamos de queijo, pão e presunto.
precisamos de queijo, pão e presunto.;que tipo de queijo?
que tipo de queijo?;suíço.
suíço.;claro, o queijo com buracos.
claro, o queijo com buracos.;Eu nunca costumava comprar queijo suíço.
Eu nunca costumava comprar queijo suíço.;por que não?
por que não?;eu não queria pagar pelos buracos.
eu preciso de algumas calças.;eu pensei que você tinha acabado de comprar um par.
eu pensei que você tinha acabado de comprar um par.;Eu fiz.
Eu fiz.;o que há de errado com eles tão cedo?
o que há de errado com eles tão cedo?;as calças são boas, mas o bolso tem um buraco enorme.
as calças são boas, mas o bolso tem um buraco enorme.;você não deve levar suas chaves e canetas no bolso.
você não deve levar suas chaves e canetas no bolso.;mas é para isso que servem os bolsos.
mas é para isso que servem os bolsos.;você deve carregá-los em uma bolsa.
você deve carregá-los em uma bolsa.;eu sou um homem, e os homens não carregam bolsas!
eu sou um homem, e os homens não carregam bolsas!;bem, você deve comprar calças com bolsos mais fortes.
bem, você deve comprar calças com bolsos mais fortes.;eu faria se eu pudesse encontrar alguém que faz bolsos fortes.
eu faria se eu pudesse encontrar alguém que faz bolsos fortes.;tente uma pesquisa no google online.
para que servem esses lenços?;você os usa para limpar a alça do carrinho de compras.
você os usa para limpar a alça do carrinho de compras.;essa é uma ótima ideia.
essa é uma ótima ideia.;sim, todos os mercados começaram a oferecer lenços umedecidos aos compradores.
sim, todos os mercados começaram a oferecer lenços umedecidos aos compradores.;vou levar cinco toalhitas.
vou levar cinco toalhitas.;para que você precisa de cinco deles?
para que você precisa de cinco deles?;um para limpar a alça e os outros para limpar o produto.
um para limpar a alça e os outros para limpar o produto.;qual é o problema com o produto?
qual é o problema com o produto?;você acha que as bananas caíram do céu?
você acha que as bananas caíram do céu?;o que você quer dizer?
o que você quer dizer?;quer dizer, alguém usou as mãos sujas para colher as bananas, as maçãs e as laranjas.
quer dizer, alguém usou as mãos sujas para colher as bananas, as maçãs e as laranjas.;bem, é melhor você economizar um pano para as notas sujas de dólar com as quais você vai pagar.
você foi à loja de 99 centavos?;sim eu fiz.
sim eu fiz.;o que você comprou?
o que você comprou?;Bem, eu tenho um monte de bons negócios, como de costume.
Bem, eu tenho um monte de bons negócios, como de costume.;como o quê?
como o quê?;bem, uma dúzia de ovos grandes custava apenas 99 centavos.
bem, uma dúzia de ovos grandes custava apenas 99 centavos.;isso é um bom negócio.
isso é um bom negócio.;e um pote de meio quilo de manteiga macia era o mesmo preço.
e um pote de meio quilo de manteiga macia era o mesmo preço.;outro bom negócio.
outro bom negócio.;mas o melhor negócio era cinco libras de batatas por 99 centavos.
mas o melhor negócio era cinco libras de batatas por 99 centavos.;Eu não sei como essa loja ganha dinheiro.
Eu não sei como essa loja ganha dinheiro.;nem eu, mas eles estão fazendo algo certo.
eu preciso de um novo computador.;qual é o problema com o seu?
qual é o problema com o seu?;tem seis anos.
tem seis anos.;isso é bem antigo.
isso é bem antigo.;ainda funciona, mas vou doar para uma instituição de caridade.
ainda funciona, mas vou doar para uma instituição de caridade.;você vai comprar um desktop ou laptop?
você vai comprar um desktop ou laptop?;oh, um laptop, é claro.
oh, um laptop, é claro.;um pc ou um mac?
um pc ou um mac?;ainda não decidi.
ainda não decidi.;mais e mais pessoas estão usando macs.
mais e mais pessoas estão usando macs.;mas 90 por cento do mundo usa PCs.
mas 90 por cento do mundo usa PCs.;e isso não vai mudar tão cedo.
eu fui roubado.;o que aconteceu?
o que aconteceu?;eu tive um problema com o carro, então eu fui online.
eu tive um problema com o carro, então eu fui online.;Você encontrou uma solução?
Você encontrou uma solução?;sim eu fiz. um site que fui disse que me enviariam a solução.
sim eu fiz. um site que fui disse que me enviariam a solução.;então qual é o problema?
então qual é o problema?;Enviei-lhes $ 20 usando meu cartão de crédito, mas eles nunca me enviaram a solução.
Enviei-lhes $ 20 usando meu cartão de crédito, mas eles nunca me enviaram a solução.;o que você vai fazer?
o que você vai fazer?;mandei um email pra eles pedindo meu dinheiro de volta.
mandei um email pra eles pedindo meu dinheiro de volta.;você já ouviu falar deles?
você já ouviu falar deles?;ainda não. faz uma semana.
ainda não. faz uma semana.;Bem, eu acho que é uma lição de $ 20 para você.
onde está o apontador de lápis?;qual deles?
qual deles?;alguém. Eu preciso apontar este lápis.
alguém. Eu preciso apontar este lápis.;acho que tem um na mesa da sala de jantar.
acho que tem um na mesa da sala de jantar.;já olhei lá.
já olhei lá.;você olhou na gaveta da mesa?
você olhou na gaveta da mesa?;sim, eu olhei lá também.
sim, eu olhei lá também.;não temos cerca de cinco apontadores?
não temos cerca de cinco apontadores?;sim, mas eles parecem ter pernas.
sim, mas eles parecem ter pernas.;amanhã vou comprar um apontador elétrico.
amanhã vou comprar um apontador elétrico.;obter um com as ventosas de borracha na parte inferior.
obter um com as ventosas de borracha na parte inferior.;sim. assim vai ficar onde eu coloquei.
estou tentando esticar meus dólares.;Como você está fazendo isso?
Como você está fazendo isso?;eu comecei a fazer compras na loja do dólar.
eu comecei a fazer compras na loja do dólar.;que economiza muito dinheiro.
que economiza muito dinheiro.;comprei três libras de batatas por um dólar.
comprei três libras de batatas por um dólar.;isso é um bom negócio.
isso é um bom negócio.;sim, embora algumas das batatas tivessem olhos.
sim, embora algumas das batatas tivessem olhos.;basta colocá-los na geladeira.
basta colocá-los na geladeira.;Além disso, comprei uma lata de café barato e um saco de café bom.
Além disso, comprei uma lata de café barato e um saco de café bom.;porque você fez isso?
porque você fez isso?;eu os misturei.
eu os misturei.;se o café ainda estiver bom, é uma boa ideia.
gosto muito desta casa.;podemos pagar?
podemos pagar?;eles querem 20 por cento para baixo.
eles querem 20 por cento para baixo.;isto é muito dinheiro.
isto é muito dinheiro.;mas a casa é tão boa.
mas a casa é tão boa.;está em um ótimo bairro.
está em um ótimo bairro.;é perto da praia.
é perto da praia.;fica perto das rodovias.
fica perto das rodovias.;tem um grande quintal.
tem um grande quintal.;as crianças adoram a casa, também.
as crianças adoram a casa, também.;se não comprarmos, alguém o fará.
se não comprarmos, alguém o fará.;você tem razão. vamos comprá-lo agora. podemos nos preocupar mais tarde.
não podemos pagar esta casa.;tem certeza?
tem certeza?;seremos ricos em casa, mas pobres em dinheiro.
seremos ricos em casa, mas pobres em dinheiro.;o que você quer dizer?
o que você quer dizer?;nossos pagamentos mensais serão muito altos.
nossos pagamentos mensais serão muito altos.;não teremos dinheiro para outras coisas?
não teremos dinheiro para outras coisas?;não, não teremos dinheiro para gasolina ou comida.
não, não teremos dinheiro para gasolina ou comida.;vamos comer sanduíches de manteiga de amendoim?
vamos comer sanduíches de manteiga de amendoim?;sem a pasta de amendoim!
sem a pasta de amendoim!;isso não é bom!
isso não é bom!;temos que encontrar uma casa mais barata.
temos que encontrar uma casa mais barata.;é claro. não podemos viver sem gasolina ou manteiga de amendoim.
que é uma bela casa.;eu não gosto.
eu não gosto.;qual o problema com isto?
qual o problema com isto?;está no canto.
está no canto.;assim?
assim?;isso significa que recebe o dobro do tráfego.
isso significa que recebe o dobro do tráfego.;você tem razão.
você tem razão.;quando você está dentro, você sempre ouvirá carros parando e parando no cruzamento.
quando você está dentro, você sempre ouvirá carros parando e parando no cruzamento.;ou você ouvirá a colisão se alguém não parar.
ou você ouvirá a colisão se alguém não parar.;ou você verá a colisão se eles colidirem com a casa.
ou você verá a colisão se eles colidirem com a casa.;vamos encontrar uma casa que fica no final de um beco sem saída.
vamos encontrar uma casa que fica no final de um beco sem saída.;Perfeito. quanto menos tráfego, melhor.
eu odeio procurar um apartamento.;eu também.
eu também.;temos um compromisso às 2 horas para ver o da rua principal.
temos um compromisso às 2 horas para ver o da rua principal.;é melhor nos prepararmos para ir.
é melhor nos prepararmos para ir.;é uma unidade no andar de cima.
é uma unidade no andar de cima.;isso é bom, porque eu não quero viver sob pessoas com pés barulhentos.
isso é bom, porque eu não quero viver sob pessoas com pés barulhentos.;e é uma unidade de canto.
e é uma unidade de canto.;isso é ótimo. não teremos vizinhos de ambos os lados.
isso é ótimo. não teremos vizinhos de ambos os lados.;não são permitidos animais de estimação.
não são permitidos animais de estimação.;perfeito. não temos que ouvir cães latindo.
perfeito. não temos que ouvir cães latindo.;e há apenas seis unidades em todo o edifício.
e há apenas seis unidades em todo o edifício.;onde está o talão de cheques? estou pronto para alugá-lo sem sequer vê-lo.
você ligou para o gerente?;sim. ele disse que viria amanhã.
sim. ele disse que viria amanhã.;ele disse que horas?
ele disse que horas?;sim. ele disse que estaria aqui às 9 horas.
sim. ele disse que estaria aqui às 9 horas.;ele entendeu qual é o problema?
ele entendeu qual é o problema?;sim. eu disse a ele que nossa campainha não funciona.
sim. eu disse a ele que nossa campainha não funciona.;não deve demorar muito para consertá-lo.
não deve demorar muito para consertá-lo.;eu nem sei por que precisamos corrigi-lo.
eu nem sei por que precisamos corrigi-lo.;caso tenhamos visitas.
caso tenhamos visitas.;mas eles podem simplesmente bater na porta.
mas eles podem simplesmente bater na porta.;na verdade, eu quero que ele olhe para o nosso tapete também.
na verdade, eu quero que ele olhe para o nosso tapete também.;sim, seria bom se ele nos desse um tapete novo.
você gosta desta casa?;sim, é bonito.
sim, é bonito.;é perfeito para nós e as crianças.
é perfeito para nós e as crianças.;três quartos, três banheiros e um grande quintal.
três quartos, três banheiros e um grande quintal.;e nós podemos pagar!
e nós podemos pagar!;então vamos comprar?
então vamos comprar?;Receio que não.
Receio que não.;é muito longe do seu trabalho, não é?
é muito longe do seu trabalho, não é?;não posso passar quatro horas na estrada todos os dias.
não posso passar quatro horas na estrada todos os dias.;quando chegar em casa, estará cansado demais para comer.
quando chegar em casa, estará cansado demais para comer.;eu não vou poder brincar com as crianças.
eu não vou poder brincar com as crianças.;não, temos que encontrar algo mais próximo do seu trabalho.
rapaz, está frio lá fora, não é?;com certeza é.
com certeza é.;na verdade, também está frio no apartamento.
na verdade, também está frio no apartamento.;vamos ligar o calor.
vamos ligar o calor.;Vou verificar se todas as janelas estão fechadas.
Vou verificar se todas as janelas estão fechadas.;deve estar mais quente em alguns minutos.
deve estar mais quente em alguns minutos.;é tão bom ter um apartamento aquecido.
é tão bom ter um apartamento aquecido.;como eles sobreviveram nos velhos tempos?
como eles sobreviveram nos velhos tempos?;eles tinham lareiras.
eles tinham lareiras.;alguém teve que cortar a madeira.
alguém teve que cortar a madeira.;e leve-o para dentro de casa.
e leve-o para dentro de casa.;tudo o que temos a fazer é apertar um interruptor.
este é um bairro agradável.;as ruas são limpas e tranquilas.
as ruas são limpas e tranquilas.;os vizinhos não festejam nos fins de semana.
os vizinhos não festejam nos fins de semana.;as pessoas cuidam de seus gramados.
as pessoas cuidam de seus gramados.;nenhum carro velho e enferrujado está parado nos jardins da frente.
nenhum carro velho e enferrujado está parado nos jardins da frente.;nós nunca temos que chamar a polícia sobre nada.
nós nunca temos que chamar a polícia sobre nada.;nossos filhos estão completamente seguros.
nossos filhos estão completamente seguros.;então por que estamos vendendo nossa casa?
então por que estamos vendendo nossa casa?;eles estão construindo um prédio de apartamentos de 3 andares na esquina.
eles estão construindo um prédio de apartamentos de 3 andares na esquina.;então temos que vender antes que os valores das propriedades caiam?
então temos que vender antes que os valores das propriedades caiam?;sim. Eu ainda não consigo acreditar que nosso conselho municipal permitiu este edifício.
sim. Eu ainda não consigo acreditar que nosso conselho municipal permitiu este edifício.;eles provavelmente estão recebendo algo por baixo da mesa.
foi um grande incêndio em santa barbara.;sim, foi.
sim, foi.;eles disseram que cerca de 30 casas foram incendiadas.
eles disseram que cerca de 30 casas foram incendiadas.;e eram casas caras.
e eram casas caras.;eu sinto muito por essas pessoas.
eu sinto muito por essas pessoas.;por que sentir pena de pessoas ricas?
por que sentir pena de pessoas ricas?;sinto pena de quem perde sua casa.
sinto pena de quem perde sua casa.;eu também, mas não se eles forem ricos.
eu também, mas não se eles forem ricos.;o que isso tem a ver?
o que isso tem a ver?;pessoas ricas pensam que são melhores do que nós.
pessoas ricas pensam que são melhores do que nós.;quantas pessoas ricas você conhece?
quantas pessoas ricas você conhece?;Nenhum.
ursos estão invadindo nossos bairros.;Claro que eles são. estão morrendo de fome.
Claro que eles são. estão morrendo de fome.;eles devem ficar na floresta onde eles pertencem.
eles devem ficar na floresta onde eles pertencem.;não há comida na floresta.
não há comida na floresta.;eles não podem comer grama?
eles não podem comer grama?;você acha que um urso é uma vaca?
você acha que um urso é uma vaca?;bem, eu os vi comendo frutas.
bem, eu os vi comendo frutas.;bagas não estão em temporada durante todo o ano.
bagas não estão em temporada durante todo o ano.;é muito perigoso para crianças e animais de estimação.
é muito perigoso para crianças e animais de estimação.;as pessoas precisam cobrir suas latas de lixo.
as pessoas precisam cobrir suas latas de lixo.;a polícia precisa atirar em todos os ursos.
a polícia precisa atirar em todos os ursos.;você não resolve um problema atirando nele.
em quem você votou?;eu votei no obama.
eu votei no obama.;eu também.
eu também.;será um grande presidente.
será um grande presidente.;todos gostam dele.
todos gostam dele.;ele é um bom orador.
ele é um bom orador.;e ele é muito inteligente.
e ele é muito inteligente.;ele resolverá nossos problemas.
ele resolverá nossos problemas.;ele vai acabar com a guerra.
ele vai acabar com a guerra.;os próximos quatro anos serão bons anos.
os próximos quatro anos serão bons anos.;eu vou votar nele na próxima vez, também.
eu vou votar nele na próxima vez, também.;acho que todo mundo vai.
a eleição é na próxima semana.;Para quem você está votando?
Para quem você está votando?;não vou votar no prefeito.
não vou votar no prefeito.;por que não?
por que não?;ele fez promessas que não cumpriu.
ele fez promessas que não cumpriu.;como o quê?
como o quê?;ele prometeu contratar mais 1.000 policiais.
ele prometeu contratar mais 1.000 policiais.;quantos ele contratou?
quantos ele contratou?;cem!
cem!;talvez ele tivesse um bom motivo.
talvez ele tivesse um bom motivo.;talvez ele seja apenas um mentiroso.
talvez ele seja apenas um mentiroso.;talvez eu vote em outra pessoa também.
Eu não posso acreditar que ele ganhou a eleição.;apenas 15 por cento dos eleitores compareceram.
apenas 15 por cento dos eleitores compareceram.;isso é uma piada.
isso é uma piada.;votar é tão importante, mas as pessoas não se incomodam.
votar é tão importante, mas as pessoas não se incomodam.;muitas pessoas pensam que seu voto não importa.
muitas pessoas pensam que seu voto não importa.;o prefeito ganhou por apenas 2.000 votos.
o prefeito ganhou por apenas 2.000 votos.;estamos presos a ele por mais quatro anos.
estamos presos a ele por mais quatro anos.;votar é tão fácil. você pode até mesmo enviar sua cédula.
votar é tão fácil. você pode até mesmo enviar sua cédula.;tudo que você tem a fazer é votar e colocar um carimbo nele.
tudo que você tem a fazer é votar e colocar um carimbo nele.;quão fácil é isso?
quão fácil é isso?;eu acho que as pessoas simplesmente não se importam.
eu acho que as pessoas simplesmente não se importam.;eles vão se importar quando virem seus impostos subirem.
Bem, temos um novo presidente.;mas temos os mesmos velhos problemas.
mas temos os mesmos velhos problemas.;bem, ele fez algumas mudanças.
bem, ele fez algumas mudanças.;como o quê?
como o quê?;acho que ele fechou a pista de boliche na casa branca.
acho que ele fechou a pista de boliche na casa branca.;oh sim. ele está mudando para uma quadra de basquete.
oh sim. ele está mudando para uma quadra de basquete.;quem está pagando por isso?
quem está pagando por isso?;acho que somos!
acho que somos!;bem, tudo bem, desde que isso o ajude a relaxar e pensar com mais clareza.
bem, tudo bem, desde que isso o ajude a relaxar e pensar com mais clareza.;sim, precisamos de um presidente relaxado que pense com clareza.
sim, precisamos de um presidente relaxado que pense com clareza.;algum outro líder mundial tem uma quadra de basquete?
algum outro líder mundial tem uma quadra de basquete?;elas vão. você sabe que a América sempre lidera o caminho.
as pessoas dizem que todo mundo ama obama.;bem, mais de 50 milhões de pessoas votaram no mccain.
bem, mais de 50 milhões de pessoas votaram no mccain.;são 50 milhões de pessoas que não amam obama.
são 50 milhões de pessoas que não amam obama.;Obama tem quatro anos para fazer todo mundo feliz.
Obama tem quatro anos para fazer todo mundo feliz.;ele nunca vai fazer todo mundo feliz.
ele nunca vai fazer todo mundo feliz.;você pode imaginar ser presidente?
você pode imaginar ser presidente?;todos querem que você resolva seus problemas.
todos querem que você resolva seus problemas.;eu tenho bastante estresse de tentar resolver meus próprios problemas.
eu tenho bastante estresse de tentar resolver meus próprios problemas.;você e todos os outros.
você e todos os outros.;eu nunca gostaria de ser presidente.
eu nunca gostaria de ser presidente.;mas pense em todo o poder que você teria.
mas pense em todo o poder que você teria.;Eu prefiro minha pequena vida tranquila a todo o poder do mundo.
você leu este artigo?;que artigo?
que artigo?;diz que o prefeito gasta apenas 11 por cento de seu tempo em deveres da cidade.
diz que o prefeito gasta apenas 11 por cento de seu tempo em deveres da cidade.;apenas 11 por cento?
apenas 11 por cento?;cerca de 50 por cento do tempo que ele está viajando.
cerca de 50 por cento do tempo que ele está viajando.;para onde ele viaja?
para onde ele viaja?;ah, em todo o mundo.
ah, em todo o mundo.;mas ele deveria estar fazendo da nossa cidade um lugar melhor.
mas ele deveria estar fazendo da nossa cidade um lugar melhor.;ele está visitando outras cidades para obter ideias.
ele está visitando outras cidades para obter ideias.;ele não pode ficar online?
ele não pode ficar online?;o resto do tempo ele está levantando dinheiro para sua reeleição.
o resto do tempo ele está levantando dinheiro para sua reeleição.;bem, ele nunca será reeleito quando essa notícia for divulgada.
em quem você votou para presidente?;eu votei no ralph nader.
eu votei no ralph nader.;quem no mundo é ralph nader?
quem no mundo é ralph nader?;ele é o padrinho para presidente.
ele é o padrinho para presidente.;por que isso?
por que isso?;ele odeia corporações.
ele odeia corporações.;bem, a maioria das corporações pensa apenas em dinheiro.
bem, a maioria das corporações pensa apenas em dinheiro.;ele odeia democratas e republicanos.
ele odeia democratas e republicanos.;bem, eles colocam seu partido antes de seu país.
bem, eles colocam seu partido antes de seu país.;ele é o único candidato que eu confio.
ele é o único candidato que eu confio.;mas não teve chance. ninguém votou nele!
mas não teve chance. ninguém votou nele!;cedo ou tarde, os eleitores acordarão.
Não sei porque me dou ao trabalho de votar.;por que isso?
por que isso?;que bem faz?
que bem faz?;você começa a colocar alguém no poder que você gosta.
você começa a colocar alguém no poder que você gosta.;só se meu candidato ganhar.
só se meu candidato ganhar.;bem, ele não pode ganhar a menos que você e outros votem nele.
bem, ele não pode ganhar a menos que você e outros votem nele.;mas mesmo que meu candidato vença, ele quebrará suas promessas.
mas mesmo que meu candidato vença, ele quebrará suas promessas.;isso é verdade. eles prometem qualquer coisa só para serem eleitos.
isso é verdade. eles prometem qualquer coisa só para serem eleitos.;e quando eleitos, seguem seu próprio caminho.
e quando eleitos, seguem seu próprio caminho.;eles esquecem quem os colocou no poder.
eles esquecem quem os colocou no poder.;esquecem de onde vieram.
esquecem de onde vieram.;talvez você devesse concorrer ao cargo.
aquela eleição para nós senador fedia.;o que você quer dizer?
o que você quer dizer?;houve mais votos do que eleitores!
houve mais votos do que eleitores!;mas isso é impossível.
mas isso é impossível.;funcionários disseram que é possível.
funcionários disseram que é possível.;explicaram como é possível?
explicaram como é possível?;não. eles disseram que há algumas coisas que você não pode explicar.
não. eles disseram que há algumas coisas que você não pode explicar.;então eles vão realizar outra eleição?
então eles vão realizar outra eleição?;não. isso vai custar muito dinheiro.
não. isso vai custar muito dinheiro.;então é melhor economizar do que ter uma eleição honesta?
então é melhor economizar do que ter uma eleição honesta?;bem, o partido democrático diz que foi uma eleição honesta.
bem, o partido democrático diz que foi uma eleição honesta.;é claro que eles dizem isso - o homem deles ganhou!
vejo que o ex-presidente Bush está em uma conferência.;sim. ele está contando piadas sobre seus oito anos como presidente.
sim. ele está contando piadas sobre seus oito anos como presidente.;sim, aqueles oito anos foram muito divertidos para todos.
sim, aqueles oito anos foram muito divertidos para todos.;apenas 4.000 soldados americanos foram mortos no exterior.
apenas 4.000 soldados americanos foram mortos no exterior.;para não mencionar 40.000 soldados feridos.
para não mencionar 40.000 soldados feridos.;mas Bush visitou alguns deles no hospital uma vez.
mas Bush visitou alguns deles no hospital uma vez.;que bom que ele encontrou tempo para fazer uma visita.
que bom que ele encontrou tempo para fazer uma visita.;ele falou com eles e os fez se sentir melhor.
